Tickers,Mean_Variance,Regressor_Slope,Sharpe
REZ,0.9028532355501894,0.0003608245648113,-0.0588124645374432
PDBC,1.0696631859949772,0.0003803726885499,-0.378526529244329
INDS,0.9564950781146352,0.0005993853229919,-0.0115957169436346
DBC,1.0423359626386106,0.0006309826676056,-0.3990533011952795
EWM,0.991706056455113,0.0020591766178627,-0.0388531631281797
