	Consumer Discretionary Select Sector SPDR Fund	180.84	+2.00	+1.10%	2.341M	179.50	170.92	
FEMS
	First Trust Emerging Markets Small Cap AlphaDEX Fund	39.56	+0.38	+0.96%	15,870	38.71	37.97	
PEY
	Invesco High Yield Equity Dividend Achievers ETF	20.34	+0.21	+1.04%	138,755	20.00	19.82	
CSB
	VictoryShares US Small Cap High Div Volatility Wtd ETF	55.06	+0.56	+1.03%	5,280	53.95	52.09	
LEAD
	Siren DIVCON Leaders Dividend ETF	64.97	+0.13	+0.21%	978	64.03	58.83	
EES
	WisdomTree U.S. SmallCap Earnings Fund	49.27	+0.49	+1.00%	6,346	48.32	45.93	
FXO
	First Trust Financials AlphaDEX Fund	46.87	+0.46	+0.99%	13,602	44.94	40.95	
RDIV
	Invesco S&P Ultra Dividend Revenue ETF	45.36	+0.45	+0.99%	14,456	43.76	40.64	
FYX
	First Trust Small Cap Core AlphaDEX Fund	91.90	+0.89	+0.98%	3,880	90.11	85.27	
NFTY
	First Trust India NIFTY 50 Equal Weight ETF	57.86	+0.56	+0.98%	10,999	56.42	51.20	
EWJV
	iShares MSCI Japan Value ETF	33.12	+0.32	+0.98%	198,646	31.80	29.27	
FDIS
	Fidelity MSCI Consumer Discretionary Index ETF	80.99	+0.78	+0.97%	28,997	79.99	74.94	
VCR
	Vanguard Consumer Discretionary Index Fund ETF Shares	312.27	+3.00	+0.97%	15,838	308.35	289.15	
ECH
	iShares MSCI Chile ETF	27.47	+0.19	+0.71%	282,833	25.89	27.00	
FNDE
	Schwab Fundamental Emerging Markets Large Company Index ETF	28.23	+0.27	+0.95%	494,983	27.33	26.74	
ISMD
	Inspire Small/Mid Cap ETF	35.22	+0.33	+0.95%	25,501	34.50	32.51	
KGRN
	KraneShares MSCI China Clean Technology ETF	20.31	+0.19	+0.94%	2,113	20.14	23.73	
BOUT
	Innovator IBD Breakout Opportunities ETF	35.49	-0.08	-0.21%	556	34.90	32.26	
PSR
	Invesco Active U.S. Real Estate Fund	86.30	+0.80	+0.94%	1,303	86.93	85.24	
IJR
	iShares Core S&P Small-Cap ETF	108.62	+1.00	+0.93%	1.561M	106.79	100.82	
NUDM
	Nuveen ESG International Developed Markets Equity ETF	30.88	+0.28	+0.92%	9,119	30.11	28.69	
EPU
	iShares MSCI Peru ETF	40.22	+0.34	+0.85%	4,804	36.26	32.64	
XSMO
	Invesco S&P SmallCap Momentum ETF	59.81	+0.54	+0.91%	33,623	57.91	52.19	
FNDA
	Schwab Fundamental U.S. Small Company Index ETF	56.16	+0.51	+0.92%	171,298	54.96	51.69	
UTRN
	Vesper U.S. Large Cap Short-Term Reversal Strategy ETF	25.60	0.00	0.00%	8	24.97	23.97	
PSCC
	Invesco S&P SmallCap Consumer Staples ETF	36.45	+0.45	+1.25%	4.957k	37.19	36.35	
SPSM
	SPDR Portfolio S&P 600 Small Cap ETF	42.28	+0.39	+0.93%	1.032M	41.57	39.32	
DVY
	iShares Select Dividend ETF	122.05	+1.06	+0.88%	154,218	117.78	113.72	
PSCT
	Invesco S&P SmallCap Information Technology ETF	45.66	+0.40	+0.89%	5,239	46.36	45.54	
EWT
	iShares MSCI Taiwan ETF	49.04	+0.42	+0.86%	2.152M	47.13	46.40	
BFOR
	Barron's 400 ETF	67.17	+0.26	+0.39%	3,474	64.77	59.81	
TUR
	iShares MSCI Turkey ETF	39.14	+0.34	+0.88%	72,659	36.56	35.07	
ICF
	iShares Cohen & Steers REIT ETF	56.43	+0.49	+0.88%	36,456	56.75	54.85	
IJJ
	iShares S&P Mid-Cap 400 Value ETF	116.36	+1.01	+0.88%	39,977	113.28	107.49	
PRFZ
	Invesco FTSE RAFI US 1500 Small-Mid ETF	38.69	+0.34	+0.87%	56,417	37.70	35.19	
NUMG
	Nuveen ESG Mid-Cap Growth ETF	43.70	+0.36	+0.82%	62,693	43.40	39.86	
DXJ
	WisdomTree Japan Hedged Equity Fund	108.19	+0.97	+0.90%	388,018	102.70	91.10	
KARS
	KraneShares Electric Vehicles and Future Mobility Index ETF	22.35	+0.19	+0.86%	13,828	22.02	26.16	
EZM
	WisdomTree U.S. MidCap Earnings Fund	60.04	+0.51	+0.86%	3,837	58.06	54.13	
VIOO
	Vanguard S&P Small-Cap 600 Index Fund ETF Shares	99.73	+0.90	+0.91%	40,187	97.79	92.83	
MDYV
	SPDR S&P 400 Mid Cap Value ETF	74.81	+0.62	+0.84%	46,985	72.85	69.09	
FLTW
	Franklin FTSE Taiwan ETF	44.07	+0.37	+0.84%	8,199	42.21	39.24	
HEWJ
	iShares Currency Hedged MSCI Japan ETF	41.61	+0.34	+0.82%	28,112	39.99	35.78	
RFV
	Invesco S&P MidCap 400 Pure Value ETF	117.09	+0.95	+0.82%	3,567	113.41	106.12	
PSCI
	Invesco S&P SmallCap Industrials ETF	125.96	+1.02	+0.81%	2,128	119.72	107.99	
IYG
	iShares U.S. Financial Services ETF	65.86	+0.53	+0.81%	15,311	63.32	56.63	
XLRE
	The Real Estate Select Sector SPDR Fund	38.68	+0.30	+0.79%	2.812M	38.75	37.27	
SDG
	iShares MSCI Global Sustainable Development Goals ETF	77.54	+0.62	+0.81%	11,549	77.25	77.28	
DBJP
	Xtrackers MSCI Japan Hedged Equity ETF	74.11	+0.59	+0.80%	8,666	71.25	63.23	
FLJH
	Franklin FTSE Japan Hedged ETF	31.23	+0.25	+0.80%	26,266	29.93	30.43	
FNX
	First Trust Mid Cap Core AlphaDEX Fund	111.53	+0.88	+0.80%	5,969	107.05	98.62	
ISCF
	iShares MSCI Intl Small-Cap Multifactor ETF	33.08	+0.26	+0.79%	16,994	32.01	30.86	
RNSC
	First Trust Small Cap US Equity Select ETF	28.27	+0.22	+0.78%	602	28.12	27.04	
ICOW
	Pacer Developed Markets International Cash Cows 100 ETF	32.19	+0.26	+0.81%	106,836	31.21	30.46	
MFEM
	PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF	19.61	+0.15	+0.77%	1,189	19.27	18.60	
NUSC
	Nuveen ESG Small-Cap ETF	40.86	+0.34	+0.84%	46,327	39.70	37.12
VFH
	Vanguard Financials Index Fund ETF Shares	101.44	+0.76	+0.75%	91,211	97.71	87.79	
HTUS
	Hull Tactical US ETF	39.42	0.00	0.00%	522	38.30	34.67	
IYF
	iShares U.S. Financials ETF	94.97	+0.73	+0.77%	56,725	90.82	81.29	
IQIN
	IQ 500 International ETF	34.35	+0.26	+0.75%	3,379	33.23	31.85	
IVOV
	Vanguard S&P Mid-Cap 400 Value Index Fund ETF Shares	89.19	+0.66	+0.74%	15,284	86.66	82.55	
VBR
	Vanguard Small-Cap Value Index Fund ETF Shares	189.06	+1.43	+0.76%	237,045	182.65	170.31	
FGD
	First Trust Dow Jones Global Select Dividend Index Fund	22.76	+0.17	+0.74%	81,575	22.26	21.59	
CNRG
	SPDR Kensho Clean Power ETF	63.13	+0.46	+0.74%	4,088	63.40	69.33	
HEEM
	iShares Currency Hedged MSCI Emerging Markets ETF	25.93	+0.19	+0.74%	1,458	24.98	24.36	
BBJP
	JPMorgan BetaBuilders Japan ETF	57.77	+0.42	+0.73%	1.09M	56.45	52.65	
FYT
	First Trust Small Cap Value AlphaDEX Fund	53.35	+0.38	+0.73%	1,719	52.56	49.64	
OMFL
	Invesco Russell 1000 Dynamic Multifactor ETF	54.48	+0.39	+0.72%	211,021	52.17	49.12	
FNDF
	Schwab Fundamental International Large Company Index ETF	35.74	+0.25	+0.72%	439,651	34.35	32.84	
INDS
	Pacer Benchmark Industrial Real Estate SCTR ETF	38.97	+0.30	+0.76%	7,851	39.16	38.10	
VYMI
	Vanguard International High Dividend Yield Index Fund ETF Shares	69.09	+0.49	+0.71%	210,664	67.24	64.38	
HDEF
	Xtrackers MSCI EAFE High Dividend Yield Equity ETF	24.73	+0.17	+0.71%	152,293	24.22	23.45	
GSSC
	Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF	64.48	+0.45	+0.70%	14,865	63.17	59.25	
PXF
	Invesco FTSE RAFI Developed Markets ex-U.S. ETF	49.83	+0.35	+0.70%	21,200	48.11	45.71	
EPI
	WisdomTree India Earnings Fund	44.78	+0.31	+0.70%	330,274	43.54	38.92	
GSJY
	Goldman Sachs ActiveBeta Japan Equity ETF	38.76	+0.26	+0.68%	792	37.85	35.11	
DIVI
	Franklin International Core Dividend Tilt Index ETF	32.01	+0.21	+0.67%	45,803	31.36	29.58	
SPEM
	SPDR Portfolio Emerging Markets ETF	36.70	+0.25	+0.69%	429,515	35.53	34.61	
XLU
	Utilities Select Sector SPDR Fund	65.60	+0.43	+0.67%	5.192M	62.56	62.85	
FUTY
	Fidelity MSCI Utilities Index ETF	42.43	+0.28	+0.66%	47,334	40.37	40.47	
IQDY
	FlexShares International Quality Dividend Dynamic Index Fund	28.93	+0.21	+0.73%	3,064	28.31	26.77
PFFA
	Virtus InfraCap U.S. Preferred Stock ETF	20.40	+0.15	+0.74%	338,642	20.87	19.95	
FLIN
	Franklin FTSE India ETF	36.87	+0.27	+0.74%	148,336	36.70	33.64	
MAGA
	Point Bridge America First ETF	43.95	+0.32	+0.73%	989	44.22	40.91	
PKW
	Invesco BuyBack Achievers ETF	102.25	+0.73	+0.72%	10,505	103.82	95.73	
PFXF
	VanEck Preferred Securities ex Financials ETF	16.99	+0.12	+0.71%	401,137	17.56	17.11	
OUSM
	ALPS O'Shares U.S. Small-Cap Quality Dividend ETF Shares	39.94	+0.28	+0.71%	84,229	40.83	37.73	
EWC
	iShares MSCI Canada ETF	37.11	+0.26	+0.71%	1.403M	37.33	35.35	
NOBL
	ProShares S&P 500 Dividend Aristocrats ETF	97.03	+0.67	+0.70%	557,002	97.81	93.62	
HDEF
	Xtrackers MSCI EAFE High Dividend Yield Equity ETF	24.07	+0.16	+0.69%	111,336	24.26	23.51	
NFTY
	First Trust India NIFTY 50 Equal Weight ETF	56.04	+0.38	+0.68%	85,692	56.67	51.67	
OMFL
	Invesco Russell 1000 Dynamic Multifactor ETF	51.60	+0.34	+0.66%	282,406	52.60	49.33	
PSCD
	Invesco S&P SmallCap Consumer Discretionary ETF	97.42	+0.64	+0.66%	726	103.86	94.79	
JPME
	JPMorgan Diversified Return U.S. Mid Cap Equity ETF	93.29	+0.61	+0.66%	29,255	95.22	89.39	
EZM
	WisdomTree U.S. MidCap Earnings Fund	56.94	+0.37	+0.65%	18,207	58.35	54.43	
IMCV
	iShares Morningstar Mid-Cap Value ETF	68.88	+0.44	+0.64%	8,554	69.64	65.18	
RDVY
	First Trust Rising Dividend Achievers ETF	53.39	+0.34	+0.64%	902,006	53.76	49.56	
NURE
	Nuveen Short-Term REIT ETF	29.17	+0.19	+0.64%	3,916	29.98	29.17	
PSCI
	Invesco S&P SmallCap Industrials ETF	119.15	+0.75	+0.63%	5,629	121.12	108.95	
ESGS
	Columbia U.S. ESG Equity Income ETF	42.94	+0.27	+0.63%	2,830	42.98	39.93	
EVX
	VanEck Environmental Services ETF	160.76	+1.00	+0.63%	626	161.47	152.56	
XMVM
	Invesco S&P MidCap Value with Momentum ETF	50.59	+0.31	+0.62%	9,184	51.54	48.19	
RWK
	Invesco S&P MidCap 400 Revenue ETF	107.09	+0.66	+0.62%	24,517	109.39	100.41	
JPSE
	JPMorgan Diversified Return U.S. Small Cap Equity ETF	42.35	+0.26	+0.62%	31,552	43.59	41.62	
BIZD
	VanEck BDC Income ETF	16.46	+0.10	+0.61%	660,091	16.34	15.91	
AIRR
	First Trust RBA American Industrial RenaissanceTM ETF	62.01	+0.37	+0.60%	125,314	63.38	55.70	
DIVB
	iShares Core Dividend ETF	42.40	+0.25	+0.59%	35,148	42.93	39.91	
FCTR
	First Trust Lunt U.S. Factor Rotation ETF	29.73	+0.17	+0.59%	3,990	30.16	27.00	
VSDA
	VictoryShares Dividend Accelerator ETF	47.92	+0.28	+0.59%	10,239	48.81	46.26	
FNDA
	Schwab Fundamental U.S. Small Company Index ETF	53.27	+0.31	+0.59%	287,284	55.05	51.92	
COWZ
	Pacer US Cash Cows 100 ETF	55.16	+0.32	+0.58%	1.935M	55.34	51.52	
GOAU
	U.S. Global GO GOLD and Precious Metal Miners ETF	19.15	+0.11	+0.58%	15,485	16.72	16.24	
DIA
	SPDR Dow Jones Industrial Average ETF Trust	379.80	+2.16	+0.57%	5.074M	388.27	362.24	
DTD
	WisdomTree U.S. Total Dividend Fund	67.53	+0.38	+0.57%	14,750	68.49	64.10	
NANR
	SPDR S&P North American Natural Resources ETF	55.96	+0.31	+0.56%	31,162	52.00	51.64	
SLX
	VanEck Steel ETF	70.70	+0.39	+0.55%	5,569	70.83	68.19	
EWM
	iShares MSCI Malaysia ETF	21.76	+0.12	+0.55%	306,522	21.72	21.22	
LVHI
	Franklin International Low Volatility High Dividend Index ETF	29.29	+0.16	+0.55%	282,822	28.99	27.83	
HYEM
	VanEck Emerging Markets High Yield Bond ETF	18.75	+0.10	+0.54%	157,731	18.88	18.29	
WTV
	WisdomTree U.S. Value Fund	71.27	+0.38	+0.54%	37,663	72.36	66.31	
ICF
	iShares Cohen & Steers REIT ETF	52.98	+0.28	+0.53%	220,083	56.34	54.82	
SLYG
	SPDR S&P 600 Small Cap Growth ETF	81.68	+0.43	+0.53%	742,368	84.45	78.88	
NUSC
	Nuveen ESG Small-Cap ETF	38.32	+0.20	+0.52%	53,041	39.90	37.26	
FLN
	First Trust Latin America AlphaDEX Fund	19.27	+0.10	+0.52%	399	20.25	19.45	
PFFD
	Global X U.S. Preferred ETF	19.28	+0.10	+0.52%	484,974	19.97	19.25	
PRF
	Invesco FTSE RAFI US 1000 ETF	36.69	+0.19	+0.52%	547,726	37.15	34.28	
ICOW
	Pacer Developed Markets International Cash Cows 100 ETF	31.24	+0.16	+0.51%	685,148	31.34	30.56	
RWL
	Invesco S&P 500 Revenue ETF	89.99	+0.46	+0.51%	112,952	90.65	83.68	
IGRO
	iShares International Dividend Growth ETF	64.61	+0.33	+0.51%	29,283	66.19	62.79	
COM
	Direxion Auspice Broad Commodity Strategy ETF	29.46	+0.15	+0.51%	38,281	28.44	28.86	
VYMI
	Vanguard International High Dividend Yield Index Fund ETF Shares	66.85	+0.34	+0.51%	291,329	67.60	64.61	
JPUS
	JPMorgan Diversified Return U.S. Equity ETF	106.35	+0.54	+0.51%	6,869	107.89	100.58	
FFIU
	Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF	21.22	+0.10	+0.50%	601	21.76	21.51	
PDBC
	Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF	14.15	+0.07	+0.50%	1.634M	13.72	14.16	
EUDG
	WisdomTree Europe Quality Dividend Growth Fund	31.03	+0.15	+0.49%	9,924	32.05	30.58	
VFMF
	Vanguard U.S. Multifactor ETF Shares	119.43	+0.58	+0.48%	5,973	121.76	110.92	
ONEV
	SPDR Russell 1000 Low Volatility Focus ETF	117.14	+0.55	+0.48%	11,964	119.51	111.66	
PSR
	Invesco Active U.S. Real Estate Fund	80.42	+0.38	+0.47%	2,209	86.11	85.13	
DBC
	Invesco DB Commodity Index Tracking Fund	23.44	+0.11	+0.47%	1.88M	22.70	23.54	
IAI
	iShares U.S. Broker-Dealers & Securities Exchanges ETF	111.03	+0.52	+0.47%	79,035	111.42	100.61	
GSSC
	Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF	60.84	+0.28	+0.47%	19,199	63.26	59.50	
EPI
	WisdomTree India Earnings Fund	44.01	+0.20	+0.46%	699,795	43.80	39.40	
JPEM
	JPMorgan Diversified Return Emerging Markets Equity ETF	53.58	+0.24	+0.45%	20,000	53.63	51.65	
IDOG
	ALPS International Sector Dividend Dogs ETF	29.04	+0.13	+0.45%	14,462	29.38	28.55	
XSMO
	Invesco S&P SmallCap Momentum ETF	56.41	+0.25	+0.44%	48,646	58.19	52.69	
FXZ
	First Trust Materials AlphaDEX Fund	68.10	+0.30	+0.44%	48,718	68.33	65.49	
FNX
	First Trust Mid Cap Core AlphaDEX Fund	105.23	+0.46	+0.44%	9,928	108.03	99.28	
DIVO
	Amplify CWP Enhanced Dividend Income ETF	37.94	+0.16	+0.42%	236,819	38.06	36.36	
REZ
	iShares Residential and Multisector Real Estate ETF	68.94	+0.29	+0.42%	37,819	70.13	69.70	
BLOK
	Amplify Transformational Data Sharing ETF	30.99	+0.13	+0.42%	126,629	33.42	26.33	
FLLV
	Franklin U.S. Low Volatility ETF	51.94	+0.22	+0.42%	4,609	53.26	50.50	
EQAL
	Invesco Russell 1000 Equal Weight ETF	43.58	+0.18	+0.41%	21,308	44.60	42.35	
EPU
	iShares MSCI Peru ETF	40.04	+0.16	+0.40%	13,444	37.49	33.12	
DBEU
	Xtrackers MSCI Europe Hedged Equity ETF	40.06	+0.16	+0.40%	19,965	39.85	37.13	
MOAT
	VanEck Morningstar Wide Moat ETF	84.30	+0.33	+0.39%	743,471	86.97	81.41	
XLRE
	The Real Estate Select Sector SPDR Fund	35.88	+0.14	+0.39%	10.625M	38.49	37.26	
FNDX
	Schwab Fundamental U.S. Large Company Index ETF	64.18	+0.25	+0.39%	313,250	65.16	60.24	
FNDB
	Schwab Fundamental U.S. Broad Market Index ETF	62.98	+0.24	+0.38%	23,117	63.98	59.26	
CEW
	WisdomTree Emerging Currency Strategy Fund	17.63	+0.07	+0.38%	4,831	17.72	17.70	
RSP
	Invesco S&P 500 Equal Weight ETF	159.81	+0.60	+0.38%	8.296M	163.60	152.59	
DDWM
	WisdomTree Dynamic Currency Hedged International Equity Fund	33.32	+0.12	+0.38%	30,218	33.32	31.67	
XLV
	Health Care Select Sector SPDR Fund	138.95	+0.52	+0.38%	9.662M	144.44	135.84	
FHLC
	Fidelity MSCI Health Care Index ETF	65.37	+0.24	+0.37%	83,590	68.19	64.07	
VAMO
	Cambria Value and Momentum ETF	28.65	+0.10	+0.37%	298	28.83	27.22	
EZA
	iShares MSCI South Africa ETF	38.40	+0.14	+0.37%	99,487	38.68	39.41	
VLU
	SPDR S&P 1500 Value Tilt ETF	166.90	+0.60	+0.36%	3,367	169.11	155.80	
PZT
	Invesco New York AMT-Free Municipal Bond ETF	22.69	+0.08	+0.35%	545,866	22.93	22.40	
CWS
	AdvisorShares Focused Equity ETF	59.95	+0.21	+0.35%	11,737	61.77	56.69	
SMLF
	iShares U.S. Small-Cap Equity Factor ETF	58.91	+0.20	+0.34%	21,969	61.09	55.90	
SSPY
	Syntax Stratified LargeCap ETF	72.81	+0.25	+0.34%	28	74.20	69.65	
DSTL
	Distillate U.S. Fundamental Stability & Value ETF	50.88	+0.17	+0.34%	87,312	52.08	47.95	
IVOO
	Vanguard S&P Mid-Cap 400 Index Fund ETF Shares	95.92	+0.32	+0.33%	65,867	98.60	90.84	
INDS
	Pacer Benchmark Industrial Real Estate SCTR ETF	35.50	+0.12	+0.33%	25,850	38.71	37.97	
IQIN
	IQ 500 International ETF	33.05	+0.11	+0.33%	2,586	33.43	31.95	
DLN
	WisdomTree U.S. LargeCap Dividend Fund	68.91	+0.22	+0.32%	145,342	70.00	65.46	
GLD
	SPDR Gold Shares	221.03	+0.69	+0.31%	8.347M	201.24	187.05	
IAU
	iShares Gold Trust	45.14	+0.14	+0.31%	7.809M	41.11	38.19	
VIG
	Vanguard Dividend Appreciation Index Fund ETF Shares	174.14	+0.51	+0.29%	723,902	178.23	167.00	
VB
	Vanguard Small-Cap Index Fund ETF Shares	211.37	+0.61	+0.29%	758,580	219.64	203.51	
EWJV
	iShares MSCI Japan Value ETF	31.71	+0.09	+0.28%	49,856	32.18	29.52	
EMCB
	WisdomTree Emerging Markets Corporate Bond Fund	63.77	+0.18	+0.28%	2,871	64.29	62.94
